Day,Month,Year,Hour,Minute,Argonnessen,Cannith,Ghallanda,Khyber,Orien,Sarlona,Thelanis
15,3,2020,21,15,12,11,13,14,19,12,10
15,3,2020,21,20,11,12,11,13,19,9,12
15,3,2020,21,25,12,15,11,10,18,8,13
15,3,2020,21,30,8,15,13,14,17,7,11
15,3,2020,21,35,10,18,14,12,17,6,12
15,3,2020,21,40,11,14,11,13,16,7,8
15,3,2020,21,45,11,14,12,16,14,9,7
15,3,2020,21,50,10,10,13,15,15,9,9
15,3,2020,21,55,9,11,11,10,14,9,9
15,3,2020,22,0,7,12,11,12,15,4,11
15,3,2020,22,5,8,9,11,11,16,6,10
15,3,2020,22,10,9,13,10,12,21,8,10
15,3,2020,22,15,9,15,11,14,22,8,9
15,3,2020,22,20,9,15,9,13,20,8,9
15,3,2020,22,25,10,12,8,9,21,9,8
15,3,2020,22,30,9,13,10,13,18,7,9
15,3,2020,22,35,12,12,10,13,17,5,10
15,3,2020,22,40,12,12,10,11,15,4,11
15,3,2020,22,45,11,12,10,10,15,5,10
15,3,2020,22,50,9,12,10,12,15,6,13
15,3,2020,22,55,9,13,12,9,15,5,11
15,3,2020,23,0,9,13,10,7,14,4,9
15,3,2020,23,5,11,12,10,6,15,8,9
15,3,2020,23,10,10,15,9,8,15,10,10
15,3,2020,23,15,11,13,9,8,13,9,10
15,3,2020,23,20,10,15,11,9,13,10,10
15,3,2020,23,25,8,13,13,7,14,9,11
15,3,2020,23,30,8,14,13,10,13,10,9
15,3,2020,23,35,9,10,12,12,10,11,9
15,3,2020,23,40,8,9,11,11,13,14,9
15,3,2020,23,45,5,12,9,8,13,13,8
15,3,2020,23,50,4,9,9,10,14,14,4
15,3,2020,23,55,6,8,9,8,15,12,6
16,3,2020,0,0,6,9,8,6,14,12,4
16,3,2020,0,5,6,9,9,7,15,10,7
16,3,2020,0,10,5,10,9,9,15,7,8
16,3,2020,0,15,4,9,10,8,15,7,8
16,3,2020,0,20,6,11,8,7,14,6,7
16,3,2020,0,25,5,11,9,6,14,8,7
16,3,2020,0,30,5,14,8,5,14,8,8
16,3,2020,0,35,4,17,12,5,15,10,7
16,3,2020,0,40,8,15,11,7,16,9,8
16,3,2020,0,45,7,15,8,6,13,10,9
16,3,2020,0,50,9,17,8,6,13,12,9
16,3,2020,0,55,9,16,6,6,12,12,9
16,3,2020,1,0,9,17,4,5,10,10,11
16,3,2020,1,5,8,14,4,5,14,10,10
16,3,2020,1,10,6,13,7,6,13,10,11
16,3,2020,1,15,7,15,10,6,9,11,12
16,3,2020,1,20,5,18,10,6,10,9,10
16,3,2020,1,25,5,18,11,6,11,8,10
16,3,2020,1,30,4,18,11,6,12,8,9
16,3,2020,1,35,6,18,10,7,9,8,7
16,3,2020,1,40,6,17,10,5,10,9,9
16,3,2020,1,45,3,17,7,5,10,9,9
16,3,2020,1,50,7,17,7,4,10,8,7
16,3,2020,1,55,5,14,7,3,10,7,8
16,3,2020,2,0,6,11,5,3,8,11,7
16,3,2020,2,5,5,12,4,4,7,9,6
16,3,2020,2,10,6,13,4,4,7,10,6
16,3,2020,2,15,4,11,4,4,6,13,7
16,3,2020,2,20,7,10,4,5,8,12,9
16,3,2020,2,25,5,8,5,5,10,9,10
16,3,2020,2,30,4,7,5,5,10,11,9
16,3,2020,2,35,5,9,5,4,10,10,9
16,3,2020,2,40,5,11,3,4,10,8,10
16,3,2020,2,45,8,10,3,8,9,10,9
16,3,2020,2,50,9,10,3,8,7,11,7
16,3,2020,2,55,9,11,3,8,9,7,8
16,3,2020,3,0,9,8,4,7,10,7,8
16,3,2020,3,5,8,8,3,6,8,7,7
16,3,2020,3,10,8,8,5,6,7,6,11
16,3,2020,3,15,7,8,5,6,9,6,10
16,3,2020,3,20,8,9,5,5,9,7,9
16,3,2020,3,25,6,8,3,5,8,7,8
16,3,2020,3,30,5,7,4,5,9,10,7
16,3,2020,3,35,5,8,4,4,9,10,7
16,3,2020,3,40,3,8,4,4,8,10,9
16,3,2020,3,45,4,13,4,4,8,11,9
16,3,2020,3,50,4,14,3,6,7,10,10
16,3,2020,3,55,4,15,4,4,7,9,10
16,3,2020,4,0,4,11,7,3,9,12,10
16,3,2020,4,5,5,12,6,3,8,11,11
16,3,2020,4,10,4,12,8,3,8,12,12
16,3,2020,4,15,4,13,9,4,7,9,11
16,3,2020,4,20,4,11,9,5,8,6,12
16,3,2020,4,25,3,12,8,4,7,7,13
16,3,2020,4,30,3,14,9,4,6,7,13
16,3,2020,4,35,3,14,7,4,7,8,12
16,3,2020,4,40,4,15,8,5,8,9,12
16,3,2020,4,45,3,13,8,5,8,9,12
16,3,2020,4,50,4,14,8,6,9,10,12
16,3,2020,4,55,4,13,8,6,9,9,11
16,3,2020,5,0,4,14,6,6,7,11,12
16,3,2020,5,5,3,11,8,3,8,9,10
16,3,2020,5,10,3,10,8,6,8,9,9
16,3,2020,5,15,2,11,8,5,7,8,9
16,3,2020,5,20,3,9,8,4,7,9,7
16,3,2020,5,25,3,10,8,4,6,9,9
16,3,2020,5,30,3,8,8,3,9,10,10
16,3,2020,5,35,3,5,8,4,8,8,9
16,3,2020,5,40,4,4,9,4,6,10,8
16,3,2020,5,45,6,7,8,4,11,12,8
16,3,2020,5,50,6,8,7,3,12,13,7
16,3,2020,5,55,6,11,7,4,10,14,9
16,3,2020,6,0,4,9,8,3,12,14,9
16,3,2020,6,5,5,8,8,4,11,14,8
16,3,2020,6,10,5,9,8,5,14,15,8
16,3,2020,6,15,5,9,10,7,14,16,8
16,3,2020,6,20,3,9,9,6,9,17,8
16,3,2020,6,25,3,9,8,6,10,13,8
16,3,2020,6,30,3,7,8,7,9,10,8
16,3,2020,6,35,2,8,8,7,11,9,8
16,3,2020,6,40,3,9,8,7,10,12,9
16,3,2020,6,45,4,9,7,7,11,13,9
16,3,2020,6,50,4,8,8,5,12,12,9
16,3,2020,6,55,4,9,7,7,10,10,10
16,3,2020,7,0,3,9,7,6,10,12,9
16,3,2020,7,5,3,9,11,7,11,12,9
16,3,2020,7,10,3,11,11,6,11,10,8
16,3,2020,7,15,3,8,14,5,12,11,7
16,3,2020,7,20,3,7,11,5,14,10,7
16,3,2020,7,25,3,8,11,4,13,15,9
16,3,2020,7,30,4,6,10,4,14,14,9
16,3,2020,7,35,4,5,10,5,13,15,11
16,3,2020,7,40,5,6,11,6,13,13,11
16,3,2020,7,45,6,8,11,6,9,15,9
16,3,2020,7,50,6,9,10,6,12,13,8
16,3,2020,7,55,7,9,11,5,12,17,10
16,3,2020,8,0,8,8,11,5,11,14,10
16,3,2020,8,5,9,8,11,5,11,14,11
16,3,2020,8,10,9,10,8,4,12,12,12
16,3,2020,8,15,9,10,8,4,11,12,11
16,3,2020,8,20,9,11,6,4,8,14,10
16,3,2020,8,25,5,10,5,3,11,17,11
16,3,2020,8,30,5,8,9,3,15,12,12
16,3,2020,8,35,5,8,10,3,16,12,11
16,3,2020,8,40,5,9,13,3,19,13,12
16,3,2020,8,45,6,9,11,4,17,17,13
16,3,2020,8,50,6,10,9,3,12,17,11
16,3,2020,8,55,5,11,11,1,13,14,11
16,3,2020,9,0,5,9,7,2,13,14,11
16,3,2020,9,5,6,9,12,3,14,16,11
16,3,2020,9,10,6,11,13,4,13,12,12
16,3,2020,9,15,4,11,13,7,14,14,13
16,3,2020,9,20,4,14,18,9,11,13,12
16,3,2020,9,25,4,12,16,10,13,11,12
16,3,2020,9,30,4,13,12,9,14,14,12
16,3,2020,9,35,4,15,16,7,17,15,10
16,3,2020,9,40,5,16,16,7,12,12,9
16,3,2020,9,45,5,17,14,7,15,12,9
16,3,2020,9,50,5,19,13,8,14,10,9
16,3,2020,9,55,7,20,10,7,15,9,9
16,3,2020,10,0,9,18,9,8,17,10,9
16,3,2020,10,5,10,16,10,8,16,11,8
16,3,2020,10,10,9,17,11,9,16,11,9
16,3,2020,10,15,8,16,11,12,16,12,9
16,3,2020,10,20,7,15,13,11,16,10,9
16,3,2020,10,25,10,16,9,10,16,9,9
16,3,2020,10,30,10,13,11,9,17,5,10
16,3,2020,10,35,10,13,11,8,19,4,9
16,3,2020,10,40,10,16,13,9,19,5,11
16,3,2020,10,45,8,13,14,7,17,7,11
16,3,2020,10,50,11,12,11,6,16,6,10
16,3,2020,10,55,9,14,15,6,16,8,12
16,3,2020,11,0,7,16,15,5,18,11,13
16,3,2020,11,5,8,13,14,6,18,12,14
16,3,2020,11,10,7,13,15,9,20,10,13
16,3,2020,11,15,8,15,17,11,19,12,12
16,3,2020,11,20,7,18,17,9,19,12,12
16,3,2020,11,25,6,21,14,10,17,13,16
16,3,2020,11,30,8,21,18,7,15,9,17
16,3,2020,11,35,8,21,21,9,12,12,16
16,3,2020,11,40,7,23,20,12,16,11,12
16,3,2020,11,45,8,18,19,12,16,10,12
16,3,2020,11,50,6,18,20,12,20,9,15
16,3,2020,11,55,9,19,18,11,20,8,14
16,3,2020,12,0,8,26,18,9,20,9,13
16,3,2020,12,5,9,24,19,12,17,9,14
16,3,2020,12,10,11,21,17,10,16,8,14
16,3,2020,12,15,9,22,16,10,19,9,13
16,3,2020,12,20,12,20,16,10,18,10,13
16,3,2020,12,25,10,19,14,11,18,10,10
16,3,2020,12,30,10,20,14,12,22,11,12
16,3,2020,12,35,9,19,15,10,20,8,12
16,3,2020,12,40,8,20,13,9,20,7,12
16,3,2020,12,45,7,21,9,10,17,10,14
16,3,2020,12,50,7,23,10,10,17,10,12
16,3,2020,12,55,8,23,12,9,19,8,12
16,3,2020,13,0,4,20,12,7,19,8,12
16,3,2020,13,5,9,20,16,7,22,7,14
16,3,2020,13,10,12,18,16,7,20,9,12
16,3,2020,13,15,14,18,18,8,20,8,11
16,3,2020,13,20,14,20,14,10,16,8,14
16,3,2020,13,25,14,17,13,12,14,9,14
16,3,2020,13,30,14,21,15,10,19,9,14
16,3,2020,13,35,14,22,11,11,17,12,14
16,3,2020,13,40,13,22,11,12,19,13,15
16,3,2020,13,45,15,19,11,16,17,11,13
16,3,2020,13,50,13,17,14,16,14,12,15
16,3,2020,13,55,10,19,13,13,15,12,17
16,3,2020,14,0,13,20,11,14,16,10,16
16,3,2020,14,5,12,15,10,16,17,7,17
16,3,2020,14,10,12,14,10,13,18,7,17
16,3,2020,14,15,13,13,9,19,20,8,14
16,3,2020,14,20,13,17,8,18,23,8,14
16,3,2020,14,25,14,15,11,17,24,8,13
16,3,2020,14,30,13,17,14,16,21,8,16
16,3,2020,14,35,11,16,12,16,24,9,15
16,3,2020,14,40,12,14,16,14,29,7,17
16,3,2020,14,45,14,17,19,16,28,9,15
16,3,2020,14,50,13,19,19,11,23,7,15
16,3,2020,14,55,9,22,18,13,25,6,17
16,3,2020,15,0,12,21,19,11,26,8,17
16,3,2020,15,5,13,23,19,11,21,11,16
16,3,2020,15,10,12,20,20,10,22,11,14
16,3,2020,15,15,11,18,15,10,19,10,18
16,3,2020,15,20,12,17,13,9,17,8,21
16,3,2020,15,25,14,17,14,11,19,12,20
16,3,2020,15,30,16,19,17,11,23,11,18
16,3,2020,15,35,16,17,15,9,23,10,18
16,3,2020,15,40,14,18,15,8,20,9,19
16,3,2020,15,45,13,20,11,7,21,9,17
16,3,2020,15,50,12,21,13,6,19,9,15
16,3,2020,15,55,10,21,10,6,20,8,13
16,3,2020,16,0,11,18,12,6,24,8,11
16,3,2020,16,5,11,23,14,8,21,9,12
16,3,2020,16,10,9,23,15,6,25,8,11
16,3,2020,16,15,9,23,15,6,29,7,11
16,3,2020,16,20,12,24,16,6,27,8,14
16,3,2020,16,25,11,15,18,7,27,8,15
16,3,2020,16,30,10,19,16,5,25,8,17
16,3,2020,16,35,11,19,19,6,24,10,15
16,3,2020,16,40,7,19,12,8,27,11,11
16,3,2020,16,45,10,17,13,9,26,12,14
16,3,2020,16,50,10,16,13,9,30,13,12
16,3,2020,16,55,8,16,14,9,27,11,13
16,3,2020,17,0,7,16,14,7,27,10,14
16,3,2020,17,5,9,16,12,7,27,10,13
16,3,2020,17,10,12,17,10,7,32,10,10
16,3,2020,17,15,13,16,13,9,30,10,10
16,3,2020,17,20,8,16,15,9,33,10,12
16,3,2020,17,25,9,18,13,10,30,9,14
16,3,2020,17,30,10,20,16,11,27,10,14
16,3,2020,17,35,10,25,13,12,25,10,15
16,3,2020,17,40,10,22,18,12,27,11,12
16,3,2020,17,45,8,22,16,10,22,10,12
16,3,2020,17,50,6,25,16,10,24,13,14
16,3,2020,17,55,7,23,16,8,25,14,15
16,3,2020,18,0,9,22,14,9,23,14,16
16,3,2020,18,5,11,17,10,11,20,15,14
16,3,2020,18,10,11,16,8,10,22,15,14
16,3,2020,18,15,9,15,12,11,21,13,13
16,3,2020,18,20,10,16,13,11,20,12,13
16,3,2020,18,25,8,19,15,11,23,11,13
16,3,2020,18,30,7,17,12,13,24,8,11
16,3,2020,18,35,7,18,10,13,20,6,12
16,3,2020,18,40,9,17,9,13,20,8,13
16,3,2020,18,45,6,17,10,13,25,8,13
16,3,2020,18,50,8,15,10,15,24,6,15
16,3,2020,18,55,9,22,14,14,24,9,13
16,3,2020,19,0,10,20,12,15,24,10,15
16,3,2020,19,5,8,18,13,13,20,10,14
16,3,2020,19,10,10,17,15,14,23,8,16
16,3,2020,19,15,10,17,17,13,23,9,14
16,3,2020,19,20,13,19,18,14,24,10,15
16,3,2020,19,25,12,20,20,11,24,12,17
16,3,2020,19,30,13,19,16,13,25,10,16
16,3,2020,19,35,15,23,20,12,30,11,13
16,3,2020,19,40,14,24,21,13,28,10,9
16,3,2020,19,45,15,26,18,12,24,12,8
16,3,2020,19,50,15,26,18,9,26,11,9
16,3,2020,19,55,13,24,23,7,20,12,7
16,3,2020,20,0,12,30,19,11,21,12,9
16,3,2020,20,5,11,25,19,15,19,11,10
16,3,2020,20,10,11,20,17,11,20,11,9
16,3,2020,20,15,10,18,16,11,18,9,11
16,3,2020,20,20,11,16,16,12,23,14,12
16,3,2020,20,25,11,17,16,15,25,13,12
16,3,2020,20,30,12,19,17,12,23,12,13
16,3,2020,20,35,10,18,14,10,25,11,15
16,3,2020,20,40,11,18,21,11,25,9,13
16,3,2020,20,45,11,17,14,13,22,8,13
16,3,2020,20,50,12,18,17,15,20,12,13
16,3,2020,20,55,10,21,18,17,20,12,13
16,3,2020,21,0,9,22,20,17,19,12,12
16,3,2020,21,5,8,21,16,17,20,14,14
16,3,2020,21,10,10,23,17,20,25,13,17
16,3,2020,21,15,10,18,13,18,21,13,15
16,3,2020,21,20,7,18,14,19,19,13,14
16,3,2020,21,25,9,17,14,21,19,12,15
16,3,2020,21,30,9,13,13,21,15,12,17
16,3,2020,21,35,8,15,13,20,15,15,16
16,3,2020,21,40,8,14,13,16,16,11,13
16,3,2020,21,45,5,13,16,18,21,11,10
16,3,2020,21,50,6,12,14,17,18,12,14
16,3,2020,21,55,5,12,14,18,18,9,9
16,3,2020,22,0,7,13,18,16,19,9,12
16,3,2020,22,5,8,10,19,17,17,8,10
16,3,2020,22,10,8,17,19,22,21,7,11
16,3,2020,22,15,7,15,20,20,23,7,10
16,3,2020,22,20,10,14,18,22,21,12,6
16,3,2020,22,25,9,13,15,20,18,11,6
16,3,2020,22,30,8,11,12,18,18,12,8
16,3,2020,22,35,8,15,12,15,23,11,9
16,3,2020,22,40,11,16,14,13,20,10,8
16,3,2020,22,45,8,17,10,13,19,10,12
16,3,2020,22,50,7,11,10,13,15,12,13
16,3,2020,22,55,8,9,13,14,13,12,13
16,3,2020,23,0,5,8,10,12,16,14,13
16,3,2020,23,5,5,12,10,8,14,13,14
16,3,2020,23,10,5,9,12,7,12,15,12
16,3,2020,23,15,6,8,8,7,16,14,10
16,3,2020,23,20,8,7,8,7,19,16,6
16,3,2020,23,25,8,7,8,8,18,17,6
16,3,2020,23,30,8,6,9,7,18,16,6
16,3,2020,23,35,7,4,7,8,13,19,7
16,3,2020,23,40,6,5,9,8,14,19,9
16,3,2020,23,45,6,8,9,7,15,19,9
16,3,2020,23,50,8,9,10,7,14,17,6
16,3,2020,23,55,7,8,8,6,13,18,5
17,3,2020,0,0,8,7,8,7,14,16,6
17,3,2020,0,5,7,7,10,9,12,16,7
17,3,2020,0,10,4,7,9,4,13,17,7
17,3,2020,0,15,2,8,7,5,13,14,7
17,3,2020,0,20,5,8,5,5,13,13,8
17,3,2020,0,25,4,8,7,5,13,16,8
17,3,2020,0,30,3,7,6,5,13,12,8
17,3,2020,0,35,5,7,7,6,11,10,7
17,3,2020,0,40,5,7,6,5,12,12,8
17,3,2020,0,45,4,5,6,5,10,10,10
17,3,2020,0,50,4,6,6,6,15,14,9
17,3,2020,0,55,3,5,5,6,13,13,7
17,3,2020,1,0,3,5,5,5,11,12,8
17,3,2020,1,5,3,6,4,4,13,13,9
17,3,2020,1,10,3,6,4,5,11,13,8
17,3,2020,1,15,3,8,4,4,15,14,7
17,3,2020,1,20,4,9,5,2,11,11,8
17,3,2020,1,25,4,8,5,3,13,13,8
17,3,2020,1,30,4,8,3,2,11,11,6
17,3,2020,1,35,4,6,3,3,8,10,8
17,3,2020,1,40,4,7,5,3,8,10,5
17,3,2020,1,45,5,6,5,5,7,12,3
17,3,2020,1,50,4,6,4,4,8,12,4
17,3,2020,1,55,3,8,2,4,9,11,5
17,3,2020,2,0,4,10,2,4,8,13,4
17,3,2020,2,5,6,10,4,4,7,12,5
17,3,2020,2,10,4,11,4,6,7,9,5
17,3,2020,2,15,2,10,4,4,12,10,5
17,3,2020,2,20,2,8,4,4,10,10,5
17,3,2020,2,25,4,9,4,1,9,10,5
17,3,2020,2,30,4,9,4,3,11,9,5
17,3,2020,2,35,5,12,4,5,11,9,5
17,3,2020,2,40,6,13,6,2,11,9,5
17,3,2020,2,45,6,9,7,2,9,10,4
17,3,2020,2,50,6,10,7,4,6,9,4
17,3,2020,2,55,6,10,8,2,7,9,6
17,3,2020,3,0,7,10,8,3,6,7,6
17,3,2020,3,5,7,9,7,2,8,8,6
17,3,2020,3,10,8,9,7,3,6,7,5
17,3,2020,3,15,7,11,8,5,5,7,6
17,3,2020,3,20,5,12,8,6,7,9,4
17,3,2020,3,25,6,11,8,6,9,8,5
17,3,2020,3,30,6,11,11,6,9,9,5
17,3,2020,3,35,6,11,9,6,8,12,5
17,3,2020,3,40,5,11,5,4,11,12,4
17,3,2020,3,45,5,11,6,3,9,12,4
17,3,2020,3,50,5,10,5,4,8,13,4
17,3,2020,3,55,5,10,5,5,9,14,4
17,3,2020,4,0,4,9,5,6,7,14,5
17,3,2020,4,5,5,9,6,3,9,13,5
17,3,2020,4,10,5,9,3,3,12,10,5
17,3,2020,4,15,3,11,5,3,10,9,5
17,3,2020,4,20,2,8,5,4,9,10,6
17,3,2020,4,25,3,9,7,3,9,9,6
17,3,2020,4,30,2,9,7,3,6,11,7
17,3,2020,4,35,4,6,7,3,6,12,7
17,3,2020,4,40,5,7,7,3,5,12,7
17,3,2020,4,45,3,6,7,2,6,12,8
17,3,2020,4,50,2,5,5,2,6,12,8
17,3,2020,4,55,2,4,4,2,6,11,8
17,3,2020,5,0,3,7,4,2,8,13,8
17,3,2020,5,5,4,7,4,2,10,13,6
17,3,2020,5,10,4,7,4,2,11,14,6
17,3,2020,5,15,1,7,5,3,10,13,6
17,3,2020,5,20,2,6,4,1,10,11,6
17,3,2020,5,25,4,5,4,1,12,12,6
17,3,2020,5,30,4,6,5,2,11,9,7
17,3,2020,5,35,4,8,3,3,13,11,8
17,3,2020,5,40,3,7,3,4,12,9,8
17,3,2020,5,45,3,6,4,4,13,8,7
17,3,2020,5,50,5,8,5,3,15,8,7
17,3,2020,5,55,5,8,6,3,12,10,8
17,3,2020,6,0,4,8,6,3,11,8,8
17,3,2020,6,5,3,8,7,3,12,9,7
17,3,2020,6,10,4,6,6,3,12,9,7
17,3,2020,6,15,4,8,6,3,11,6,8
17,3,2020,6,20,5,10,6,2,9,8,8
17,3,2020,6,25,4,12,6,4,9,9,8
17,3,2020,6,30,5,11,6,5,9,6,6
17,3,2020,6,35,6,12,6,6,11,6,8
17,3,2020,6,40,5,12,6,6,11,4,9
17,3,2020,6,45,5,11,6,4,7,9,11
17,3,2020,6,50,3,10,6,4,10,11,11
17,3,2020,6,55,4,11,6,5,11,10,11
17,3,2020,7,0,5,11,5,5,11,13,12
17,3,2020,7,5,7,9,8,5,11,13,13
17,3,2020,7,10,9,11,10,5,14,12,10
17,3,2020,7,15,9,9,8,5,10,12,7
17,3,2020,7,20,8,10,7,4,12,6,6
17,3,2020,7,25,7,9,7,6,11,9,6
17,3,2020,7,30,7,9,8,4,11,9,6
17,3,2020,7,35,7,10,7,4,11,8,6
17,3,2020,7,40,8,11,7,4,13,6,6
17,3,2020,7,45,7,9,8,4,15,7,5
17,3,2020,7,50,7,8,8,3,13,6,5
17,3,2020,7,55,9,9,9,4,13,10,6
17,3,2020,8,0,8,8,10,3,20,10,7
17,3,2020,8,5,9,9,8,2,18,11,6
17,3,2020,8,10,9,11,7,4,16,11,6
17,3,2020,8,15,9,13,8,6,16,10,7
17,3,2020,8,20,9,15,8,4,19,11,9
17,3,2020,8,25,6,13,8,4,16,15,5
17,3,2020,8,30,5,12,8,3,15,14,6
17,3,2020,8,35,7,11,9,4,18,13,7
17,3,2020,8,40,5,10,11,6,15,13,8
17,3,2020,8,45,6,9,11,6,14,13,8
17,3,2020,8,50,8,8,9,3,12,15,11
17,3,2020,8,55,7,8,8,3,13,15,8
17,3,2020,9,0,6,7,10,3,15,11,8
17,3,2020,9,5,7,7,9,3,16,14,6
17,3,2020,9,10,8,6,12,1,17,15,6
17,3,2020,9,15,8,8,11,3,19,13,8
17,3,2020,9,20,8,11,12,5,20,13,7
17,3,2020,9,25,10,9,12,5,17,13,6
17,3,2020,9,30,11,12,10,5,17,11,6
17,3,2020,9,35,9,12,13,2,13,12,9
17,3,2020,9,40,10,12,14,3,13,10,11
17,3,2020,9,45,7,11,13,2,12,11,9
17,3,2020,9,50,7,10,12,1,14,14,11
17,3,2020,9,55,8,12,13,3,12,13,12
17,3,2020,10,0,8,15,12,3,10,12,11
17,3,2020,10,5,8,13,14,4,16,14,12
17,3,2020,10,10,6,15,13,5,13,12,10
17,3,2020,10,15,6,18,11,4,12,11,8
17,3,2020,10,20,8,17,14,6,12,12,10
17,3,2020,10,25,7,14,13,4,15,11,9
17,3,2020,10,30,6,15,13,5,14,14,11
17,3,2020,10,35,6,12,12,6,13,16,10
17,3,2020,10,40,7,11,9,5,14,12,9
17,3,2020,10,45,6,10,11,6,16,12,10
17,3,2020,10,50,6,10,11,7,16,10,10
17,3,2020,10,55,7,13,9,5,15,8,10
17,3,2020,11,0,7,15,12,3,17,8,8
17,3,2020,11,5,6,14,12,6,18,7,10
17,3,2020,11,10,7,14,11,5,17,7,8
17,3,2020,11,15,7,11,12,6,17,7,14
17,3,2020,11,20,10,11,13,4,15,6,16
17,3,2020,11,25,11,12,11,7,18,5,12
17,3,2020,11,30,9,15,10,8,18,6,13
17,3,2020,11,35,10,14,13,9,15,6,13
17,3,2020,11,40,10,13,9,9,17,7,14
17,3,2020,11,45,12,13,12,9,17,8,10
17,3,2020,11,50,9,14,13,9,17,7,14
17,3,2020,11,55,11,11,15,8,19,8,15
17,3,2020,12,0,7,14,13,9,18,7,16
17,3,2020,12,5,9,16,8,11,20,7,17
17,3,2020,12,10,9,16,8,10,17,7,15
17,3,2020,12,15,8,16,12,11,20,7,14
17,3,2020,12,20,11,17,11,10,21,10,13
17,3,2020,12,25,8,16,13,13,23,9,10
17,3,2020,12,30,14,13,13,11,20,9,7
17,3,2020,12,35,14,12,10,12,20,10,10
17,3,2020,12,40,12,11,12,11,17,10,11
17,3,2020,12,45,10,14,14,11,22,11,10
17,3,2020,12,50,9,16,15,12,14,10,12
17,3,2020,12,55,10,18,12,10,14,9,16
17,3,2020,13,0,8,18,13,11,21,8,14
17,3,2020,13,5,8,16,16,14,23,7,16
17,3,2020,13,10,8,14,15,11,23,8,15
17,3,2020,13,15,11,15,14,11,26,9,14
17,3,2020,13,20,9,13,12,13,29,10,17
17,3,2020,13,25,10,11,12,13,26,9,17
17,3,2020,13,30,14,10,17,14,21,10,13
17,3,2020,13,35,15,13,16,14,22,11,13
17,3,2020,13,40,18,16,22,15,20,11,15
17,3,2020,13,45,13,15,21,13,19,12,17
17,3,2020,13,50,10,13,21,13,21,10,19
17,3,2020,13,55,15,14,20,14,17,9,19
17,3,2020,14,0,14,14,17,13,22,6,15
17,3,2020,14,5,13,17,16,14,20,8,15
17,3,2020,14,10,16,16,14,10,22,8,16
17,3,2020,14,15,14,15,15,13,19,10,17
17,3,2020,14,20,15,19,15,14,16,11,17
17,3,2020,14,25,12,18,13,14,14,11,16
17,3,2020,14,30,14,14,11,15,15,11,13
17,3,2020,14,35,13,17,12,13,18,12,14
17,3,2020,14,40,11,14,13,14,18,11,14
17,3,2020,14,45,13,15,13,15,23,12,13
17,3,2020,14,50,11,14,14,14,20,10,14
17,3,2020,14,55,14,12,12,17,16,8,17
17,3,2020,15,0,13,14,13,18,15,13,14
17,3,2020,15,5,14,18,15,18,15,12,17
17,3,2020,15,10,16,19,15,20,13,14,17
17,3,2020,15,15,12,18,16,19,15,13,20
17,3,2020,15,20,14,20,17,17,14,11,15
17,3,2020,15,25,11,19,16,14,16,10,16
17,3,2020,15,30,12,23,17,14,17,11,17
17,3,2020,15,35,9,24,19,14,17,13,16
17,3,2020,15,40,11,25,19,12,16,13,16
17,3,2020,15,45,12,23,18,12,21,14,14
17,3,2020,15,50,14,19,16,11,18,11,17
17,3,2020,15,55,16,20,19,11,21,14,17
17,3,2020,16,0,9,20,15,10,19,12,14
17,3,2020,16,5,14,17,14,13,20,12,14
17,3,2020,16,10,15,18,12,9,20,10,14
17,3,2020,16,15,11,19,13,11,20,10,11
17,3,2020,16,20,12,20,12,12,25,12,11
17,3,2020,16,25,7,18,15,13,22,12,12
17,3,2020,16,30,13,18,15,11,25,11,13
17,3,2020,16,35,13,17,20,15,28,10,12
17,3,2020,16,40,8,12,19,16,26,11,6
17,3,2020,16,45,11,15,19,14,28,12,10
17,3,2020,16,50,10,19,15,12,26,16,11
17,3,2020,16,55,10,22,14,11,22,13,12
17,3,2020,17,0,10,23,14,11,23,11,12
17,3,2020,17,5,13,24,11,13,25,12,14
17,3,2020,17,10,13,27,14,10,23,9,17
17,3,2020,17,15,12,26,18,12,19,15,15
17,3,2020,17,20,12,23,17,13,23,15,16
17,3,2020,17,25,12,21,18,14,24,13,11
17,3,2020,17,30,12,20,18,11,23,13,12
17,3,2020,17,35,10,20,19,15,23,13,14
17,3,2020,17,40,10,15,17,15,23,14,14
17,3,2020,17,45,12,14,16,12,27,11,15
17,3,2020,17,50,11,17,15,9,27,13,13
17,3,2020,17,55,14,12,18,8,24,12,18
17,3,2020,18,0,14,18,17,9,19,12,16
17,3,2020,18,5,12,16,15,9,21,10,16
17,3,2020,18,10,14,17,9,11,23,10,16
17,3,2020,18,15,13,19,7,11,22,6,17
17,3,2020,18,20,10,18,8,11,25,9,17
17,3,2020,18,25,10,17,7,12,28,10,18
17,3,2020,18,30,9,22,10,16,28,13,19
17,3,2020,18,35,11,18,8,16,28,13,19
17,3,2020,18,40,12,18,12,15,28,11,19
17,3,2020,18,45,14,19,10,14,26,11,14
17,3,2020,18,50,11,18,9,15,25,9,14
17,3,2020,18,55,11,19,12,15,25,9,13
17,3,2020,19,0,12,19,9,14,26,11,15
17,3,2020,19,5,12,18,13,16,30,9,16
17,3,2020,19,10,10,17,12,17,33,9,15
17,3,2020,19,15,8,15,10,18,29,12,12
17,3,2020,19,20,9,19,7,15,35,13,12
17,3,2020,19,25,10,20,7,18,35,12,12
17,3,2020,19,30,10,16,13,14,27,8,10
17,3,2020,19,35,9,16,13,14,30,9,13
